web-scraper-order,web-scraper-start-url,menu,menu-href,stock,year,make,model,style,cylinder,transmission,engine,drive train,fuel type,vin,mileage,color,color 2,internet price,photo urls,doors,stock2,Vehicle Type,description,trim,certified,link,link-href
1652348516-7718,https://www.majorpowersports.com/,"Pre-Owned
							Inventory
						
						
							.02",https://www.majorpowersports.com/default.asp?page=xPreOwnedInventory,KA015190,2021,Kawasaki,Ninja® ZX™-6R ABS KRT Edition,null,,"6-speed, return shift","4-stroke, In-Line Four, DOHC, 16-valve","6-speed, return shift",null,JKBZXJG19MA015190,2430 mi,Lime Green / Ebony / Pearl Blizzard White,null,"$12,995","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/50/0A/500A9CD2-7493-421E-BC87-8E84813E5B36.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/9F/E2/9FE2FBAE-CCFA-4615-8AE1-70CD397A14F8.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/E8/C3/E8C3A811-4D30-4BFA-94A8-045F1206AE85.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/57/4C/574CE126-5D72-48CC-994D-48CA3CB50BAF.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2021
Kawasaki 
Ninja® ZX™-6R ABS KRT Edition",https://www.majorpowersports.com/Pre-owned-Inventory-2021-Kawasaki-Motorcycle-Scooter-Ninja-ZX-6R-ABS-KRT-Edition-Major-Powersports-11840129?ref=list
1652348498-7712,https://www.majorpowersports.com/,"Pre-Owned
							Inventory
						
						
							.02",https://www.majorpowersports.com/default.asp?page=xPreOwnedInventory,HO100071,2020,Honda®,Shadow Phantom,null,,Wide-ratio five-speed,52° V-twin,Wide-ratio five-speed,null,JH2RC538XLK100071,675 mi,"Black, Matte Pearl White",null,"$7,995","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/E8/29/E829382F-F2F9-4785-8DCC-7893C06E6F17.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/D1/B5/D1B55C7D-26EC-4FA8-ADCE-018D31444A5F.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/C4/34/C43473D1-2BCD-488E-BE24-909BF33FD69D.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2020
Honda® 
Shadow Phantom",https://www.majorpowersports.com/Pre-owned-Inventory-2020-Honda-Motorcycle-Scooter-Shadow-Phantom-Major-Powersports-11826213?ref=list
1652348617-7747,https://www.majorpowersports.com/,"New
							Inventory
						
						
							.01",https://www.majorpowersports.com/default.asp?page=xNewInventory,SR001187,2022,SSR Motorsports,SR 110 Semi,null,,null,null,null,null,L3BSGJH35N0001187,null,null,null,$999,[],null,,Motorcycle / Scooter,null,null,,"2022
SSR Motorsports 
SR 110 Semi",https://www.majorpowersports.com/New-Inventory-2022-SSR-Motorsports-Motorcycle-Scooter-SR-110-Semi-Major-Powersports-12049485?ref=list
1652348462-7700,https://www.majorpowersports.com/,"Pre-Owned
							Inventory
						
						
							.02",https://www.majorpowersports.com/default.asp?page=xPreOwnedInventory,HA423861,2017,Harley-Davidson®,XL883N - Iron 883™,null,,null,null,null,null,1HD4LE239HC423861,null,null,null,"$8,995","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/FE/89/FE893716-E486-4217-9A0A-1C5294196FB0.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/01/41/0141C61B-31B6-4B25-B6DA-155FE84FAC0E.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/08/3B/083BC91C-866E-4321-A56F-C3775819D44E.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/CD/9B/CD9B8746-FF1D-4915-B188-13341ABE5B27.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2017
Harley-Davidson® 
XL883N - Iron 883™",https://www.majorpowersports.com/Pre-owned-Inventory-2017-Harley-Davidson-Motorcycle-Scooter-XL883N-Iron-883-Sportster-Major-Powersports-11695264?ref=list
1652348495-7711,https://www.majorpowersports.com/,"Pre-Owned
							Inventory
						
						
							.02",https://www.majorpowersports.com/default.asp?page=xPreOwnedInventory,KA009193,2020,Kawasaki,Ninja® ZX™-6R ABS KRT Edition,null,,"6-speed, return shift","4-stroke, 4-cylinder, DOHC, 16-valve","6-speed, return shift",null,JKBZXJG19LA009193,7880 mi,Lime Green/Ebony,null,"$11,995","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/88/06/88065ED5-C844-4FA0-BE26-89D644D6600B.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/8C/40/8C40D9AD-BF48-4BDD-92AA-DE4EC87E686C.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/D1/4B/D14BC485-4088-4F22-B583-440D74A4EC2A.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/73/2D/732D1862-20E8-4BC1-B248-15F834000D8A.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/C9/84/C984B8D2-9FC5-42B7-87D7-0D31E1FDB488.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2020
Kawasaki 
Ninja® ZX™-6R ABS KRT Edition",https://www.majorpowersports.com/Pre-owned-Inventory-2020-Kawasaki-Motorcycle-Scooter-Ninja-ZX-6R-ABS-KRT-Edition-Major-Powersports-11840124?ref=list
1652348698-7773,https://www.majorpowersports.com/,"New
							Inventory
						
						
							.01",https://www.majorpowersports.com/default.asp?page=xNewInventory,SR100876,2022,SSR Motorsports,SR125TR,null,,4-up Manual,"YX™, Single Cylinder, 4 Stroke",4-up Manual,null,L6JYGJL31NC100876,null,"Black, White",null,"$1,739","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/trimsdb/18374011-0-114828151.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2022
SSR Motorsports 
SR125TR",https://www.majorpowersports.com/New-Inventory-2022-SSR-Motorsports-Motorcycle-Scooter-SR125TR-Major-Powersports-11816178?ref=list
1652348474-7704,https://www.majorpowersports.com/,"Pre-Owned
							Inventory
						
						
							.02",https://www.majorpowersports.com/default.asp?page=xPreOwnedInventory,KA014480,2018,Kawasaki,Vulcan® 1700 Vaquero® ABS,null,,6-speed with overdrive and positive neutral finder,null,6-speed with overdrive and positive neutral finder,null,JKBVNRK15JA014480,3011 mi,Metallic Spark Black,null,"$14,995","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/B8/D3/B8D30CDC-60CC-4E88-8211-2B982E0285B2.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/7C/CF/7CCFCA61-C8CB-4A37-A29E-6E2BEEAF87E0.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/57/10/5710FFDE-58B6-4893-981B-C72C9B1EC957.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/EF/29/EF293962-A3CF-4252-AF96-409566B767C9.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/63/25/63253B00-E253-4E67-BA69-65F675CB4279.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/83/7E/837E4287-84DF-4EE3-987F-1541C9D03970.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2018
Kawasaki 
Vulcan® 1700 Vaquero® ABS",https://www.majorpowersports.com/Pre-owned-Inventory-2018-Kawasaki-Motorcycle-Scooter-Vulcan-1700-Vaquero-ABS-Major-Powersports-11456563?ref=list
1652348644-7754,https://www.majorpowersports.com/,"New
							Inventory
						
						
							.01",https://www.majorpowersports.com/default.asp?page=xNewInventory,SR101286,2021,SSR Motorsports,SR110DX,null,,4-up Manual,"YX™, Single Cylinder, 4 Stroke",4-up Manual,null,SYMYH3131M1101286,1,"Red, Blue, Green, Orange, Black, White",null,"$1,059","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/trimsdb/15731341-0-101850751.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2021
SSR Motorsports 
SR110DX",https://www.majorpowersports.com/New-Inventory-2021-SSR-Motorsports-Motorcycle-Scooter-SR110DX-Major-Powersports-11410712?ref=list
1652348606-7743,https://www.majorpowersports.com/,"New
							Inventory
						
						
							.01",https://www.majorpowersports.com/default.asp?page=xNewInventory,SR100765,2022,SSR Motorsports,SR140TR-BW,null,,null,null,null,null,L6JYGKL36NC100765,1,null,null,"$2,059",[],null,,Motorcycle / Scooter,null,null,,"2022
SSR Motorsports 
SR140TR-BW",https://www.majorpowersports.com/New-Inventory-2022-SSR-Motorsports-Motorcycle-Scooter-SR140TR-BW-Major-Powersports-11386041?ref=list
1652348459-7699,https://www.majorpowersports.com/,"Pre-Owned
							Inventory
						
						
							.02",https://www.majorpowersports.com/default.asp?page=xPreOwnedInventory,HA435014,2017,Harley-Davidson®,XL883N - Iron 883™,null,,null,null,null,null,1HD4LE218HC435014,3431 mi,null,null,"$7,995","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/B9/35/B9354B8B-8F2B-460E-84EF-A5AE85883E69.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/05/BE/05BE8F96-0311-4A45-A706-F410B641F763.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/42/6B/426BED84-6FF3-4FEE-A04E-B910E1205F24.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2017
Harley-Davidson® 
XL883N - Iron 883™",https://www.majorpowersports.com/Pre-owned-Inventory-2017-Harley-Davidson-Motorcycle-Scooter-XL883N-Iron-883-Sportster-Major-Powersports-11932496?ref=list
1652348396-7678,https://www.majorpowersports.com/,"Pre-Owned
							Inventory
						
						
							.02",https://www.majorpowersports.com/default.asp?page=xPreOwnedInventory,SR104738,2021,SSR Motorsports,SR125,null,,4-up Manual,"YX™, Single Cylinder, 4 Stroke",4-up Manual,null,SYMYJ3138M1104738,1,"Red, Blue, Green, Orange, Black, White",null,"$1,359","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/trimsdb/15730141-0-101847921.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2021
SSR Motorsports 
SR125",https://www.majorpowersports.com/New-Inventory-2021-SSR-Motorsports-Motorcycle-Scooter-SR125-Major-Powersports-11410746?ref=list
1652348492-7710,https://www.majorpowersports.com/,"Pre-Owned
							Inventory
						
						
							.02",https://www.majorpowersports.com/default.asp?page=xPreOwnedInventory,SU100122,2020,Suzuki,GSX-R1000,null,,6-speed constant mesh,null,6-speed constant mesh,null,JS1DM11B6L7100122,1035 mi,Glass Sparkle Black/Metallic Matte Black No. 2 or Pearl Glacier White/Glass Sparkle Black,null,"$18,995","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/63/71/63719C87-3532-42E9-B113-DDC101ED995C.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/CA/A6/CAA6F0F0-2A8D-47AC-8952-89FA9FC88A1A.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/E5/AB/E5AB01BF-8DF8-48C0-A892-03F22348E828.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/87/28/872896FC-439A-42E6-90F5-11B2C6EFF43C.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2020
Suzuki 
GSX-R1000",https://www.majorpowersports.com/Pre-owned-Inventory-2020-Suzuki-Motorcycle-Scooter-GSX-R1000-Major-Powersports-12014609?ref=list
1652348489-7709,https://www.majorpowersports.com/,"Pre-Owned
							Inventory
						
						
							.02",https://www.majorpowersports.com/default.asp?page=xPreOwnedInventory,SU100756,2020,Suzuki,GSX-R600,null,,6-speed constant mesh,null,6-speed constant mesh,null,JS1GN7FA7L7100756,1327,Glass Sparkle Black or Pearl Glacier White,null,"$12,495","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/8D/05/8D05FBC6-2423-421D-B894-12E22694E5E2.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/D6/41/D64167BC-104F-4104-946E-ED3D3BCD8781.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/D6/74/D6741349-5424-4D48-8DA7-1559D77714D0.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2020
Suzuki 
GSX-R600",https://www.majorpowersports.com/Pre-owned-Inventory-2020-Suzuki-Motorcycle-Scooter-GSX-R600-Major-Powersports-11676361?ref=list
1652348689-7770,https://www.majorpowersports.com/,"New
							Inventory
						
						
							.01",https://www.majorpowersports.com/default.asp?page=xNewInventory,sr003795,2022,SSR Motorsports,SR189,null,,"5-speed Manual; 1-down, 4-up","Single Cylinder, 4 Stroke","5-speed Manual; 1-down, 4-up",null,L3BSEKA38N0003795,null,"White, Blue",null,"$2,799","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/trimsdb/18379691-0-114852791.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2022
SSR Motorsports 
SR189",https://www.majorpowersports.com/New-Inventory-2022-SSR-Motorsports-Motorcycle-Scooter-SR189-Major-Powersports-12086054?ref=list
1652348647-7755,https://www.majorpowersports.com/,"New
							Inventory
						
						
							.01",https://www.majorpowersports.com/default.asp?page=xNewInventory,BEC16935,2021,Benelli,TNT135,null,,null,"Single cylinder, 4 stroke, oil cooled 4 valves, single overhead camshaft (SOHC), double spark",null,null,LBBPEA035MBC16935,null,null,null,"$2,999","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/trimsdb/15477661-0-100462491.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2021
Benelli 
TNT135",https://www.majorpowersports.com/New-Inventory-2021-Benelli-Motorcycle-Scooter-TNT135-Major-Powersports-11665492?ref=list
1652348594-7739,https://www.majorpowersports.com/,"New
							Inventory
						
						
							.01",https://www.majorpowersports.com/default.asp?page=xNewInventory,SR100733,2021,SSR Motorsports,SR 70 Auto,null,,null,null,null,null,SYMYD3131M1100733,null,null,null,$929,[],null,,Motorcycle / Scooter,null,null,,"2021
SSR Motorsports 
SR 70 Auto",https://www.majorpowersports.com/New-Inventory-2021-SSR-Motorsports-Motorcycle-Scooter-SR-70-Auto-Major-Powersports-11717726?ref=list
1652348591-7738,https://www.majorpowersports.com/,"New
							Inventory
						
						
							.01",https://www.majorpowersports.com/default.asp?page=xNewInventory,SR101539,2021,SSR Motorsports,SR110 DX,null,,null,null,null,null,SYMYH3134M1101539,null,null,null,"$1,059",[],null,,Motorcycle / Scooter,null,null,,"2021
SSR Motorsports 
SR110 DX",https://www.majorpowersports.com/New-Inventory-2021-SSR-Motorsports-Motorcycle-Scooter-SR110-DX-Major-Powersports-11665489?ref=list
1652348710-7777,https://www.majorpowersports.com/,"New
							Inventory
						
						
							.01",https://www.majorpowersports.com/default.asp?page=xNewInventory,BED13680,2022,Benelli,TNT135,null,,null,"Single cylinder, 4 stroke, oil cooled, 4 valves per cylinder, SOHC, double spark",null,null,LBBPEA076NBD13680,null,null,null,"$2,999","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/trimsdb/17770181-0-111716521.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2022
Benelli 
TNT135",https://www.majorpowersports.com/New-Inventory-2022-Benelli-Motorcycle-Scooter-TNT135-Major-Powersports-10807691?ref=list
1652348704-7775,https://www.majorpowersports.com/,"New
							Inventory
						
						
							.01",https://www.majorpowersports.com/default.asp?page=xNewInventory,SR100847,2022,SSR Motorsports,SR125,null,,4-up Manual,"YX™, Single Cylinder, 4 Stroke",4-up Manual,null,SYMYJ3134M1100847,null,"Red, Blue, Green, Orange, Black, White",null,"$1,359","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/trimsdb/18372751-0-114824291.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2022
SSR Motorsports 
SR125",https://www.majorpowersports.com/New-Inventory-2022-SSR-Motorsports-Motorcycle-Scooter-SR125-Major-Powersports-11661240?ref=list
1652348418-7685,https://www.majorpowersports.com/,"Pre-Owned
							Inventory
						
						
							.02",https://www.majorpowersports.com/default.asp?page=xPreOwnedInventory,KA006239,2013,Kawasaki,Ninja® 1000 ABS,null,,Six-speed,null,Six-speed,null,JKAZXCH130A006239,21320 mi,"Metallic Spark Black / Metallic Flat Micron Gray, Candy Lime Green / Ebony",null,"$7,495","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/C0/FF/C0FFDEB6-8DC6-411D-814B-FB859C9E750E.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/BB/E1/BBE10AE4-FB3D-4A43-87E5-ACACE151E3E1.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2013
Kawasaki 
Ninja® 1000 ABS",https://www.majorpowersports.com/Pre-owned-Inventory-2013-Kawasaki-Motorcycle-Scooter-Ninja-1000-ABS-Major-Powersports-11914792?ref=list
1652348454-7697,https://www.majorpowersports.com/,"Pre-Owned
							Inventory
						
						
							.02",https://www.majorpowersports.com/default.asp?page=xPreOwnedInventory,KA008480,2017,Kawasaki,Ninja® ZX™-10R ABS,null,,"6-speed, return shift",null,"6-speed, return shift",null,JKAZXCS19HA008480,null,Pearl Blizzard White/Metallic Flat Raw Titanium,null,"$12,995","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/trimsdb/5159711-0-20436621.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2017
Kawasaki 
Ninja® ZX™-10R ABS",https://www.majorpowersports.com/Pre-owned-Inventory-2017-Kawasaki-Motorcycle-Scooter-Ninja-ZX-10R-ABS-Major-Powersports-11914790?ref=list
1652348446-7694,https://www.majorpowersports.com/,"Pre-Owned
							Inventory
						
						
							.02",https://www.majorpowersports.com/default.asp?page=xPreOwnedInventory,BM696436,2016,BMW,S 1000 R Racing Red,null,,"Multiplate clutch in oil bath, anti-hopping clutch, mechanically controlled","Liquid-cooled 4-stroke in-line 4-cylinder engine, four valves per cylinder, double overhead camshafts, wet sump lubrication","Multiplate clutch in oil bath, anti-hopping clutch, mechanically controlled",null,WB10D1204GZ696436,5792,null,null,"$11,695","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/C9/C4/C9C46A82-B6E1-439D-8C80-B555D709BDCF.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/00/AB/00AB2293-510E-432D-80A1-3334D17D55FC.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/FF/E6/FFE6B293-BAF9-427F-9222-498B6B2E5B25.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/F3/7B/F37B5D5C-C9E5-4423-AF0A-54A796134A43.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2016
BMW 
S 1000 R Racing Red",https://www.majorpowersports.com/Pre-owned-Inventory-2016-BMW-Motorcycle-Scooter-S-1000-R-Racing-Red-Major-Powersports-11456568?ref=list
1652348432-7690,https://www.majorpowersports.com/,"Pre-Owned
							Inventory
						
						
							.02",https://www.majorpowersports.com/default.asp?page=xPreOwnedInventory,KT936978,2016,KTM,1290 Super Duke R,null,,6-speed,"2-cylinder, 4-stroke, V 75°",6-speed,null,VBKV3940XGM936978,5215 mi,null,null,"$13,495","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/89/3D/893D3C9D-3FEB-4447-9ECE-311F48606FDF.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/AA/7F/AA7FA0D4-D240-4296-BF98-0EE7837E79BA.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/FA/1A/FA1A6C44-6691-4E93-9BB6-01B951E8BC12.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/73/6B/736B0FA1-5704-453F-B2CE-349DD0484E6B.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2016
KTM 
1290 Super Duke R",https://www.majorpowersports.com/Pre-owned-Inventory-2016-KTM-Motorcycle-Scooter-1290-Super-Duke-R-Major-Powersports-11955452?ref=list
1652348718-7780,https://www.majorpowersports.com/,"New
							Inventory
						
						
							.01",https://www.majorpowersports.com/default.asp?page=xNewInventory,BED13664,2022,Benelli,TNT135,null,,null,"Single cylinder, 4 stroke, oil cooled, 4 valves per cylinder, SOHC, double spark",null,null,LBBPEA078NBD13664,null,null,null,"$2,999","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/trimsdb/17770181-0-111716521.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2022
Benelli 
TNT135",https://www.majorpowersports.com/New-Inventory-2022-Benelli-Motorcycle-Scooter-TNT135-Major-Powersports-10807686?ref=list
1652348477-7705,https://www.majorpowersports.com/,"Pre-Owned
							Inventory
						
						
							.02",https://www.majorpowersports.com/default.asp?page=xPreOwnedInventory,YA002536,2019,Yamaha,YZF-R3,null,,6-speed; multiplate clutch,DOHC inline twin-cylinder; 8 valves,6-speed; multiplate clutch,null,MH3RH17Y2KK002536,10042 mi,null,null,"$6,295","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/CD/A2/CDA23285-4477-4433-9072-B132CEE5AE1E.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/19/ED/19ED586D-F985-446F-84CA-08DBB9AE7B2C.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/CB/70/CB7018B5-F1F8-4200-97BF-EA468C3867C5.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2019
Yamaha 
YZF-R3",https://www.majorpowersports.com/Pre-owned-Inventory-2019-Yamaha-Motorcycle-Scooter-YZF-R3-Major-Powersports-11955459?ref=list
1652348638-7752,https://www.majorpowersports.com/,"New
							Inventory
						
						
							.01",https://www.majorpowersports.com/default.asp?page=xNewInventory,BED27368,2022,Benelli,TNT 135,null,,null,null,null,null,LBBPEA078NBD27368,null,null,null,"$2,999",[],null,,Motorcycle / Scooter,null,null,,"2022
Benelli 
TNT 135",https://www.majorpowersports.com/New-Inventory-2022-Benelli-Motorcycle-Scooter-TNT-135-Major-Powersports-11661226?ref=list
1652348387-7676,https://www.majorpowersports.com/,"Pre-Owned
							Inventory
						
						
							.02",https://www.majorpowersports.com/default.asp?page=xPreOwnedInventory,SR008519,2021,SSR Motorsports,SR150,null,,"5-speed Manual; 1-down, 4-up","4 Stroke, Single Cylinder","5-speed Manual; 1-down, 4-up",null,L3BSEKA30M0008519,1,"White, Blue",null,"$2,459","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/trimsdb/15465541-0-100403841.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2021
SSR Motorsports 
SR150",https://www.majorpowersports.com/New-Inventory-2021-SSR-Motorsports-Motorcycle-Scooter-SR150-Major-Powersports-11246461?ref=list
1652348468-7702,https://www.majorpowersports.com/,"Pre-Owned
							Inventory
						
						
							.02",https://www.majorpowersports.com/default.asp?page=xPreOwnedInventory,CA003141,2017,Can-Am®,Maverick™ X3 X™ DS Turbo R,null,,"Quick Response System X (QRS-X) CVT with high airflow, L / H / N / R/ P","154 hp, Rotax ACE (Advanced Combustion Efficiency) 900 cc Turbocharged Triple-cylinder engine, liquid cooled with integrated intercooler and Donaldson† high-performance air filter","Quick Response System X (QRS-X) CVT with high airflow, L / H / N / R/ P",null,3JBUBAW2XHK000314,917 mi,null,null,"$27,995","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/59/E0/59E0E0E6-E0F3-4868-B888-074A58975033.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/92/3B/923B2AEA-A688-4885-B86B-97D47FE18C33.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/74/D2/74D20667-C98E-4457-83D9-03C025FDEC45.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/B7/3F/B73F49F1-3B7D-4CE6-80CC-4E163974273B.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/E9/04/E9046351-013D-40E5-A83D-87C73CB93250.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/C9/42/C942C215-729B-47B6-9280-166526846D43.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/57/D9/57D99642-BA75-4632-985D-E1F72B31CAC4.jpg""}]",null,,Utility Vehicle,null,null,,"2017
Can-Am® 
Maverick™ X3 X™ DS Turbo R",https://www.majorpowersports.com/Pre-owned-Inventory-2017-Can-Am-Utility-Vehicle-Maverick-X3-X-DS-Turbo-R-Major-Powersports-12049481?ref=list
